COB1103	0.0526331880642149	0.0308956260	0.0364454770	0.0414516990	
COB1139	0.0436113087561702	0.0371441796	0.0442863366	0.0508806262
COB1163	0.0481222484101926	0.0362184679	0.0434151300	0.0494573919
COB4100	0.0455540979232445	0.0305484841	0.0360098737	0.0416296033
COB427	0.0473217859207542	0.0318213377	0.0376070858	0.0425191247
COB452	0.0463212078089563	0.0337884749	0.0397851024	0.0460772105
COB474	0.0464518388402188	0.0330941912	0.0394947002	0.0453655933
COB475	0.0502651531996265	0.0289284888	0.0339770582	0.0389610390
COB477	0.0445285053586517	0.0327470493	0.0383330913	0.0444760719
COB479	0.0488421087739583	0.0226799352	0.0259909975	0.0295321117
COB5104	0.0171904878374172	0.0076371210	0.0091476695	0.0104963530
COB511	0.0135884066349446	0.0047442722	0.0058080441	0.0064045543
COB512	0.0141081513763508	0.0055542698	0.0066792508	0.0074719801
COB517	0.018883132476542	0.0080999769	0.0097284739	0.0110300658
COB524	0.039311602259083	0.0262670678	0.0319442428	0.0368261875
COB528	0.0175156757237515	0.0083314048	0.0100188761	0.0115637787
COB536	0.0151837728465336	0.0062485536	0.0072600552	0.0081835972
COB54	0.0173350157868991	0.0091414025	0.0107448817	0.0120974915
COB544	0.0359096366789701	0.0215227956	0.0261361986	0.0313111546
COB548	0.0138218748610308	0.0054385559	0.0066792508	0.0074719801
COB553	0.0356956241383911	0.0217542236	0.0267170030	0.0316669632
COB557	0.0181076844398986	0.0084471187	0.0101640772	0.0117416830
COB561	0.0187274869924845	0.0077528350	0.0092928706	0.0103184487
COB7180	0.0454595988793525	0.0244156445	0.0281690141	0.0309553460
COB7197	0.0463767954818339	0.0261513539	0.0303470306	0.0338018146
COB725	0.0457986836839063	0.0296227725	0.0348482648	0.0391389432
IITA-TMS-BAD9200061	0.0150642593498466	0.0050914140	0.0063888486	0.0074719801
IITA-TMS-IBA011115	0.014483368168275	0.0047442722	0.0050820386	0.0051592243
IITA-TMS-IBA011206	0.0159647796504647	0.0057856978	0.0072600552	0.0081835972
IITA-TMS-IBA011224	0.0663077555921199	0.0334413330	0.0405111079	0.0462551147
IITA-TMS-IBA011368	0.0151615377773825	0.0020828512	0.0024684188	0.0023127557
IITA-TMS-IBA011371	0.015578445323965	0.0028928489	0.0031944243	0.0035580857
IITA-TMS-IBA011404	0.0520439587317117	0.0409627401	0.0499491796	0.0565735634
IITA-TMS-IBA011412	0.0362542802508116	0.0065956954	0.0074052563	0.0080056929
IITA-TMS-IBA011413	0.0155979010094721	0.0056699838	0.0065340497	0.0065824586
IITA-TMS-IBA011442	0.0429220216124872	0.0072899792	0.0087120662	0.0101405444
IITA-TMS-IBA011560	0.0151059501045048	0.0046285582	0.0053724408	0.0062266501
IITA-TMS-IBA011646	0.035698403522035	0.0190928026	0.0232321766	0.0273972603
IITA-TMS-IBA011659	0.0155506514875261	0.0057856978	0.0066792508	0.0071161715
IITA-TMS-IBA011663	0.0136801262951928	0.0054385559	0.0060984463	0.0067603629
IITA-TMS-IBA011731	0.0143749722061636	0.0080999769	0.0092928706	0.0103184487
IITA-TMS-IBA011797	0.0132131898430204	0.0067114094	0.0074052563	0.0080056929
IITA-TMS-IBA011807	0.0160148085560546	0.0062485536	0.0075504574	0.0087173101
IITA-TMS-IBA050128	0.0482250856050162	0.0158528118	0.0182953390	0.0220601316
IITA-TMS-IBA050186	0.0150114510606128	0.0042814163	0.0052272397	0.0062266501
IITA-TMS-IBA050286	0.0161093075999466	0.0072899792	0.0087120662	0.0097847358
IITA-TMS-IBA050327	0.0449537510561658	0.0142328165	0.0174241324	0.0202810888
IITA-TMS-IBA050998	0.0413766843064882	0.0186299468	0.0229417744	0.0273972603
IITA-TMS-IBA051814	0.0163288789078134	0.0069428373	0.0078408596	0.0090731187
IITA-TMS-IBA060889	0.0477414728509806	0.0050914140	0.0062436475	0.0069382672
IITA-TMS-IBA061155	0.0468604082358696	0.0049757001	0.0060984463	0.0069382672
IITA-TMS-IBA061348	0.0164511717881443	0.0046285582	0.0055176419	0.0055150329
IITA-TMS-IBA061404	0.0276659847912127	0.0167785235	0.0204733556	0.0247286960
IITA-TMS-IBA061577	0.015695179437008	0.0050914140	0.0058080441	0.0069382672
IITA-TMS-IBA061673	0.0444395650820474	0.0149271002	0.0184405401	0.0218822274
IITA-TMS-IBA061766	0.0236803486458843	0.0030085628	0.0034848265	0.0035580857
IITA-TMS-IBA061856	0.0150753768844221	0.0063642675	0.0074052563	0.0083615015
IITA-TMS-IBA062052	0.0131242495664162	0.0050914140	0.0059532452	0.0067603629
IITA-TMS-IBA062116	0.0161120869835905	0.0045128442	0.0053724408	0.0056929372
IITA-TMS-IBA062231	0.0191110419353404	0.0035871326	0.0042108320	0.0042697029
IITA-TMS-IBA070045	0.0162649530840041	0.0043971303	0.0052272397	0.0060487458
IITA-TMS-IBA070048	0.0183856228042869	0.0050914140	0.0060984463	0.0067603629
IITA-TMS-IBA070094	0.0181910659492151	0.0056699838	0.0066792508	0.0074719801
IITA-TMS-IBA070481	0.0149225107840085	0.0060171257	0.0072600552	0.0083615015
IITA-TMS-IBA070498	0.0126378574287366	0.0049757001	0.0053724408	0.0062266501
IITA-TMS-IBA070520	0.0200921643616312	0.0016199954	0.0020328154	0.0021348514
IITA-TMS-IBA070553	0.0204729399208432	0.0046285582	0.0049368375	0.0058708415
IITA-TMS-IBA070874	0.0178575399119491	0.0006942837	0.0008712066	0.0007116171
IITA-TMS-IBA070952	0.0527415840263263	0.0166628095	0.0201829534	0.0236612702
IITA-TMS-IBA071295	0.0514547293992084	0.0050914140	0.0063888486	0.0078277886
IITA-TMS-IBA090506	0.0147863209854583	0.0062485536	0.0074052563	0.0081835972
IITA-TMS-IBA090521	0.0400675946102192	0.0344827586	0.0390590968	0.0441202633
IITA-TMS-IBA090522	0.0405095166095967	0.0340199028	0.0383330913	0.0430528376
IITA-TMS-IBA940330	0.0498315693511807	0.0040499884	0.0047916364	0.0058708415
IITA-TMS-IBA950289	0.0178936718993196	0.0056699838	0.0069696530	0.0081835972
IITA-TMS-IBA972205	0.0584004091252724	0.0354084703	0.0439959344	0.0512364348
NR110005	0.0136384355405345	0.0013885675	0.0015972121	0.0017790429
NR110009	0.0417491217147685	0.0167785235	0.0206185567	0.0243728874
NR110012	0.0428247431849513	0.0156213839	0.0191665457	0.0225938445
NR110014	0.0499371859296482	0.0185142328	0.0227965733	0.0266856431
NR110016	0.0448203406412594	0.0204813701	0.0246841876	0.0293542074
NR110017	0.0602070084937964	0.0312427679	0.0383330913	0.0458993062
NR110043	0.0466714101480856	0.0306641981	0.0373166836	0.0439423590
NR110044	0.0625778227420287	0.0404998843	0.0498039785	0.0585305106
NR110048	0.0466686307644417	0.0275399213	0.0335414549	0.0389610390
NR110052	0.048491906434829	0.0275399213	0.0333962538	0.0402063690
NR110072	0.0590813581180237	0.0473270076	0.0573544359	0.0661803949
NR110080	0.0667913683461556	0.0788012034	0.0942355162	0.1038961039
NR110081	0.0589006981811713	0.0549641287	0.0650500944	0.0708059064
NR110083	0.0493229421443501	0.0492941449	0.0586612458	0.0629781178
NR110104	0.0539811891314982	0.0423513076	0.0498039785	0.0547945205
NR110105	0.0535364877484769	0.0395741726	0.0466095542	0.0501690091
NR110106	0.0559906835060257	0.0418884517	0.0492231741	0.0535491905
NR110108 	0.0542285542758038	0.0404998843	0.0474807609	0.0514143391
NR110109	0.0501261840174323	0.0426984494	0.0499491796	0.0544387120
NR110110	0.0512434962422733	0.0406155982	0.0471903586	0.0508806262
NR110112	0.0618301685418242	0.0565841240	0.0692609264	0.0775662693
NR110118	0.0384166407257527	0.0310113400	0.0374618847	0.0448318804
NR110122	0.0528499799884378	0.0148113863	0.0180049368	0.0204589931
NR110141	0.0390697958820652	0.0133071048	0.0159721214	0.0181462373
NR110143	0.0554042335571664	0.0323999074	0.0396399013	0.0453655933
NR110158	0.0521940454484813	0.0416570238	0.0511107884	0.0587084149
NR110183	0.0134021879308045	0.0056699838	0.0066792508	0.0072940758
NR110194	0.042619068795304	0.0188613747	0.0233773777	0.0256182174
NR110213	0.0596844843687464	0.0411941680	0.0509655873	0.0595979363
NR110214	0.0636673411304309	0.0418884517	0.0509655873	0.0615548835
UG120078	0.069301151776582	0.0588984031	0.0717293451	0.0829033980
UG120088	0.0685673944945969	0.0632955334	0.0768113838	0.0905532823
UG120104	0.0414711833503802	0.0093728304	0.0117612894	0.0905532823
UG120126 	0.0374494152176813	0.0065956954	0.0079860607	0.0087173101
UG120127	0.0401037265975897	0.0071742652	0.0090024684	0.0096068315
UG120129	0.047302330235247	0.0055542698	0.0066792508	0.0076498844
UG120130	0.0705963445546316	0.0490627170	0.0601132569	0.0716954279
UG120136	0.075460265931427	0.0473270076	0.0576448381	0.0684931507
UG120138	0.0813525592564593	0.0377227494	0.0461739509	0.0544387120
UG120140	0.0486920220571886	0.0090256885	0.0110352839	0.0129870130
UG120142	0.0486253168497354	0.0071742652	0.0087120662	0.0103184487
UG120145	0.0444534620002668	0.0083314048	0.0101640772	0.0113858744
UG120162	0.0520995464045893	0.0064799815	0.0078408596	0.0087173101
UG120165	0.0511462178147374	0.0071742652	0.0087120662	0.0101405444



